,GameDuration,Winner,firstTower,firstInhibitor,firstDragon,firstRiftHerald,baronKillsdiff,riftHeraldKillsdiff,dragonKillsdiff,FIRE_DRAGONdiff,EARTH_DRAGONdiff,firstBaron,FIRE_DRAGONSoul,AIR_DRAGONdiff,ELDER_DRAGONdiff,WATER_DRAGONdiff,EARTH_DRAGONSoul,WATER_DRAGONSoul,AIR_DRAGONSoul
3444473658,1365,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3410001723,814,-1,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,,,,-1.0,,,,,
3372908354,1778,1,1.0,1.0,1.0,1.0,1,0,3,1.0,1.0,1.0,,,,1.0,,1.0,
3349053252,1707,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-4,-1.0,-2.0,-1.0,,-1.0,,,-1.0,,
3422846790,1012,1,1.0,1.0,1.0,,-1,0,2,1.0,2.0,-1.0,,,,-1.0,,,
3410788167,1779,-1,-1.0,-1.0,-1.0,1.0,-1,1,-2,-1.0,0.0,-1.0,,,,-1.0,,,
3444866886,1499,-1,1.0,1.0,,,0,0,0,,,,,,,,,,
3366354764,2092,1,1.0,1.0,1.0,1.0,0,1,0,-2.0,1.0,-1.0,,1.0,,,,,
3430842191,1903,1,-1.0,1.0,-1.0,-1.0,1,-1,1,-1.0,3.0,1.0,,,,-1.0,,,
3446046543,1557,1,1.0,1.0,1.0,-1.0,1,0,1,,-1.0,1.0,,1.0,,1.0,,,
3431759698,1140,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3428745043,1487,-1,-1.0,,-1.0,1.0,-1,1,-3,-1.0,-1.0,-1.0,,-1.0,,,,,
3440279381,1737,1,1.0,1.0,-1.0,1.0,1,0,2,-1.0,2.0,1.0,,1.0,,,,,
3372908375,1208,1,1.0,1.0,1.0,1.0,1,1,3,1.0,1.0,1.0,,1.0,,,,,
3441852249,2677,-1,1.0,1.0,1.0,1.0,-1,2,1,0.0,,-1.0,1.0,1.0,-1.0,1.0,,,
3384704858,1427,-1,1.0,-1.0,-1.0,1.0,-1,2,-3,-1.0,,-1.0,,-1.0,,-1.0,,,
3442900832,1804,-1,-1.0,-1.0,1.0,-1.0,-1,-1,2,,1.0,-1.0,,0.0,,1.0,,,
3441459040,1369,1,1.0,,-1.0,-1.0,0,-1,1,-1.0,,,,1.0,,1.0,,,
3387719522,1947,1,-1.0,1.0,1.0,-1.0,1,-1,3,1.0,1.0,1.0,,1.0,,,1.0,,
3428220771,700,1,1.0,1.0,1.0,,1,0,2,,,1.0,,1.0,,1.0,,,
3417079653,2432,1,1.0,-1.0,-1.0,1.0,1,0,0,-1.0,1.0,-1.0,,,,0.0,,,
3422715750,751,1,1.0,,1.0,,0,0,2,1.0,,,,1.0,,,,,
3429662567,1202,-1,-1.0,-1.0,-1.0,,0,0,-4,-1.0,,1.0,,-1.0,,-2.0,,-1.0,
3447881576,1316,1,-1.0,1.0,1.0,,-1,0,-1,,-1.0,-1.0,,-1.0,,1.0,,,
3400040296,955,1,1.0,,1.0,1.0,0,1,2,1.0,,,,,,1.0,,,
3438051178,1495,-1,-1.0,-1.0,-1.0,1.0,-1,1,-1,-1.0,,-1.0,,-1.0,,1.0,,,
3419176811,1820,-1,1.0,,-1.0,1.0,-1,2,-3,-1.0,,-1.0,,-1.0,,-1.0,,-1.0,
3429793642,954,-1,-1.0,,1.0,-1.0,0,-1,0,-1.0,,,,1.0,,,,,
3440148334,1207,-1,-1.0,-1.0,1.0,,-1,0,-3,1.0,,-1.0,,-3.0,,-1.0,,,-1.0
3435560816,1799,1,1.0,,1.0,,0,0,2,1.0,1.0,,,,,0.0,,,
3401219953,1251,1,1.0,1.0,1.0,1.0,0,2,1,1.0,1.0,,,-1.0,,,,,
3319431026,1539,-1,-1.0,-1.0,-1.0,-1.0,-1,-2,-4,-1.0,-2.0,-1.0,,,,-1.0,-1.0,,
3428351863,1135,-1,1.0,-1.0,-1.0,,-1,0,-4,-1.0,-1.0,-1.0,,-2.0,,,,,-1.0
3447357306,1068,1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3435560828,503,1,1.0,,,,0,0,0,,,,,,,,,,
3440017276,1126,-1,-1.0,-1.0,-1.0,-1.0,0,-2,-3,-1.0,,,,-1.0,,-1.0,,,
3436740476,1076,-1,-1.0,-1.0,-1.0,,-2,0,-2,-1.0,,-1.0,,0.0,,-1.0,,,
3431235457,1240,1,1.0,1.0,1.0,1.0,0,2,3,1.0,1.0,,,,,1.0,,,
3364781954,1877,1,1.0,1.0,-1.0,1.0,1,0,-4,,-2.0,1.0,,-1.0,,-1.0,-1.0,,
3314188165,1538,-1,-1.0,-1.0,1.0,-1.0,-1,-2,-2,-1.0,,-1.0,,1.0,,-2.0,,,
3399647111,897,1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3446308748,1125,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3445129101,1991,-1,-1.0,1.0,-1.0,-1.0,-2,0,-3,-1.0,-1.0,-1.0,-1.0,,,-1.0,,,
3431235471,1566,-1,-1.0,-1.0,-1.0,-1.0,-1,-2,-3,-1.0,-1.0,-1.0,,-1.0,,,,,
3429138322,1843,-1,1.0,-1.0,1.0,1.0,1,0,-3,-3.0,1.0,1.0,-1.0,-1.0,,,,,
3444735890,1664,-1,-1.0,-1.0,-1.0,-1.0,-1,-2,-4,-1.0,,-1.0,,-1.0,,-2.0,,-1.0,
3443818388,1419,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-3,-1.0,-1.0,-1.0,,,,-1.0,,,
3410788243,1747,-1,-1.0,-1.0,-1.0,,1,0,-4,,-1.0,1.0,,-1.0,,-2.0,,-1.0,
3422060437,986,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3435036567,1526,1,1.0,1.0,1.0,1.0,1,2,3,,1.0,1.0,,1.0,,1.0,,,
3437526935,1163,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3439361948,968,-1,-1.0,,-1.0,,0,0,-1,,,,,,,-1.0,,,
3446570912,1289,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3424550819,1168,-1,-1.0,-1.0,-1.0,-1.0,0,-1,-3,-1.0,-1.0,,,-1.0,,,,,
3420356516,1442,-1,1.0,-1.0,-1.0,1.0,0,2,-1,-1.0,-1.0,,,,,1.0,,,
3446833061,2021,-1,-1.0,1.0,-1.0,-1.0,-1,-1,1,3.0,-1.0,-1.0,,-1.0,,,,,
3384704934,790,1,1.0,1.0,1.0,,0,0,1,,1.0,,,,,,,,
3261366182,1590,1,1.0,1.0,1.0,1.0,1,1,2,2.0,,1.0,,-1.0,,1.0,,,
3331358630,1810,-1,-1.0,-1.0,1.0,-1.0,0,0,2,,0.0,-1.0,,1.0,,1.0,,,
3327688617,1241,-1,-1.0,,1.0,-1.0,0,-1,1,-1.0,1.0,,,1.0,,,,,
3257434023,1346,1,-1.0,,1.0,1.0,1,2,3,1.0,1.0,1.0,,,,1.0,,,
3428351911,1744,-1,-1.0,-1.0,1.0,-1.0,0,-1,-2,-2.0,1.0,,,,,-1.0,,,
3443818415,1781,-1,1.0,-1.0,-1.0,1.0,-1,1,-5,,-1.0,-1.0,,-1.0,-1.0,-2.0,,-1.0,
3407904688,1412,-1,-1.0,-1.0,-1.0,-1.0,0,-2,-1,,1.0,,,-1.0,,-1.0,,,
3447881649,1752,-1,1.0,-1.0,-1.0,1.0,0,1,-4,-1.0,-1.0,,,-2.0,,,,,-1.0
3442376625,1286,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3413540787,1632,1,1.0,1.0,1.0,1.0,1,2,4,2.0,,1.0,1.0,1.0,,1.0,,,
3414458295,1640,1,1.0,1.0,1.0,1.0,0,1,-2,-1.0,,,,1.0,,-2.0,,,
3315105722,1348,-1,-1.0,-1.0,-1.0,-1.0,-1,-2,-3,-1.0,-1.0,-1.0,,,,-1.0,,,
3429793727,897,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3405021121,1583,-1,1.0,-1.0,-1.0,1.0,-1,2,-1,-1.0,-1.0,-1.0,,1.0,,,,,
3309600707,1393,1,1.0,1.0,-1.0,1.0,1,2,-3,-1.0,-1.0,1.0,,-1.0,,,,,
3422191556,1617,-1,1.0,-1.0,-1.0,1.0,-1,0,-4,-2.0,,-1.0,-1.0,-1.0,,-1.0,,,
3435036614,1174,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3436740552,1211,-1,-1.0,,-1.0,,0,0,-3,-1.0,,,,-1.0,,-1.0,,,
3427958731,1188,-1,-1.0,-1.0,-1.0,-1.0,0,-1,-3,-1.0,-1.0,,,-1.0,,,,,
3393355728,967,-1,1.0,,1.0,1.0,0,1,0,,1.0,,,-1.0,,,,,
3341189073,1727,-1,-1.0,-1.0,-1.0,,-1,0,-4,,-1.0,-1.0,,-1.0,,-2.0,,-1.0,
3386802130,1731,-1,-1.0,-1.0,1.0,-1.0,-1,-1,2,1.0,,-1.0,,0.0,,1.0,,,
3430842323,1166,-1,-1.0,,-1.0,-1.0,0,-2,-1,,-1.0,,,,,,,,
3362553812,2028,1,-1.0,-1.0,1.0,-1.0,1,-1,0,,-2.0,1.0,,1.0,,1.0,,,
3442638804,851,-1,-1.0,-1.0,-1.0,,0,0,0,,-1.0,,,1.0,,,,,
3421536212,991,1,1.0,,1.0,1.0,0,2,2,1.0,,,,1.0,,,,,
3447095253,1300,-1,1.0,1.0,-1.0,,1,0,2,2.0,-1.0,1.0,,,,1.0,,,
3346431955,2819,1,-1.0,-1.0,-1.0,1.0,1,1,-1,,-1.0,1.0,,-1.0,2.0,-1.0,-1.0,,
3394142169,1912,1,1.0,1.0,1.0,1.0,2,1,2,1.0,0.0,1.0,,1.0,,,,,
3436609493,2270,-1,-1.0,-1.0,-1.0,-1.0,2,-1,-2,-2.0,,1.0,-1.0,-1.0,2.0,-1.0,,,
3358883803,1717,-1,1.0,-1.0,-1.0,1.0,-1,1,-4,-2.0,-1.0,-1.0,-1.0,,,-1.0,,,
3405414366,1186,-1,-1.0,-1.0,-1.0,1.0,0,1,-2,,-1.0,,,,,-1.0,,,
3437395934,1946,1,1.0,1.0,1.0,1.0,1,1,4,1.0,,1.0,,1.0,,2.0,,1.0,
3438313440,933,1,1.0,,1.0,1.0,0,1,2,1.0,1.0,,,,,,,,
3445129182,988,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3429793764,2095,-1,1.0,1.0,1.0,1.0,-2,2,3,,1.0,-1.0,,1.0,,1.0,1.0,,
3421798374,1467,-1,-1.0,-1.0,-1.0,1.0,-1,1,-3,,-1.0,-1.0,,-1.0,,-1.0,,,
3441983465,1552,-1,-1.0,,1.0,-1.0,-1,-1,-2,-1.0,1.0,-1.0,,,,-2.0,,,
3373268988,1506,-1,-1.0,-1.0,1.0,-1.0,0,-2,-1,-1.0,-1.0,,,1.0,,,,,
3446833132,663,-1,-1.0,-1.0,-1.0,,0,0,-1,,-1.0,,,,,,,,
3386933230,923,-1,-1.0,,-1.0,-1.0,0,-1,0,,1.0,,,,,-1.0,,,
3446964207,1563,1,1.0,1.0,-1.0,1.0,1,2,1,,-1.0,1.0,,1.0,,1.0,,,
3427303409,1624,1,-1.0,1.0,1.0,-1.0,1,-2,1,-1.0,,1.0,,1.0,,1.0,,,
3412885490,1509,-1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3432808438,1279,1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3415244794,844,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3437395964,1410,-1,-1.0,-1.0,-1.0,-1.0,-1,-2,-3,-1.0,-1.0,-1.0,,-1.0,,,,,
3313139709,1560,1,-1.0,1.0,-1.0,-1.0,1,0,0,0.0,1.0,1.0,,-1.0,,,,,
3380379646,932,1,1.0,,1.0,1.0,0,1,0,,1.0,,,-1.0,,,,,
3430580228,1662,-1,-1.0,-1.0,-1.0,1.0,-1,1,-4,-2.0,-1.0,-1.0,-1.0,,,-1.0,,,
3396239365,1243,1,1.0,,1.0,1.0,0,2,1,1.0,-1.0,,,,,1.0,,,
3447357446,1205,-1,-1.0,,-1.0,-1.0,0,-1,-2,,-1.0,,,-1.0,,,,,
3180756998,2213,1,-1.0,1.0,-1.0,-1.0,-1,-1,2,,1.0,-1.0,,1.0,1.0,-1.0,,,
3442376712,1659,1,1.0,1.0,1.0,1.0,1,1,4,1.0,2.0,1.0,,1.0,,,1.0,,
3436085256,1267,1,1.0,,1.0,-1.0,0,-2,0,,-1.0,,,1.0,,,,,
3357704202,964,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3394142220,1595,1,-1.0,1.0,-1.0,1.0,1,2,2,1.0,,1.0,,-1.0,,2.0,,,
3414458381,1166,1,1.0,1.0,1.0,1.0,0,1,2,1.0,,,,,,1.0,,,
3443949583,2187,-1,1.0,-1.0,1.0,-1.0,-3,-2,-1,-1.0,,-1.0,,-1.0,,1.0,,,
3403448336,1754,-1,1.0,,-1.0,1.0,-1,1,-4,,-2.0,-1.0,,-1.0,,-1.0,-1.0,,
3436216337,1808,1,1.0,1.0,1.0,1.0,2,2,4,,1.0,1.0,,1.0,,2.0,,1.0,
3438575634,1303,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3437789199,1392,1,1.0,1.0,1.0,,1,0,1,-1.0,1.0,1.0,,1.0,,,,,
3432022036,681,-1,1.0,,,,0,0,0,,,,,,,,,,
3448537111,2041,-1,-1.0,1.0,1.0,-1.0,-2,-1,1,1.0,-1.0,-1.0,,,,1.0,,,
3427434523,1330,1,-1.0,1.0,1.0,-1.0,0,-1,-1,-1.0,1.0,,,,,-1.0,,,
3405676571,2112,1,-1.0,1.0,1.0,1.0,2,1,3,1.0,1.0,1.0,,,,1.0,,1.0,
3421929501,1300,1,1.0,1.0,-1.0,1.0,0,2,0,,-1.0,,,1.0,,,,,
3429007394,872,1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3420094506,995,-1,-1.0,,-1.0,-1.0,0,-1,-2,-1.0,-1.0,,,,,,,,
3433070634,1871,-1,1.0,-1.0,-1.0,,0,0,-2,-1.0,0.0,,,-1.0,,,,,
3340009514,2169,1,-1.0,1.0,1.0,,-1,0,1,1.0,-1.0,-1.0,,1.0,,,,,
3428089901,1839,-1,-1.0,-1.0,1.0,1.0,-1,1,-1,1.0,,-1.0,,-1.0,,-1.0,,,
3446046766,1271,-1,-1.0,,1.0,1.0,0,1,-1,-1.0,,,,1.0,,-1.0,,,
3399385134,1190,1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3435036717,1330,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3436085297,1865,-1,-1.0,-1.0,1.0,1.0,1,1,2,-1.0,1.0,1.0,,2.0,,,,,
3316547634,1532,-1,-1.0,-1.0,-1.0,1.0,0,0,-1,,1.0,,,-1.0,,-1.0,,,
3433332787,1131,1,1.0,-1.0,1.0,,0,0,-2,-1.0,1.0,,,,,-2.0,,,
3366748209,2360,-1,1.0,-1.0,-1.0,-1.0,0,-2,-2,-2.0,1.0,-1.0,-1.0,,,-1.0,,,
3428220975,1394,1,1.0,1.0,1.0,1.0,0,1,3,1.0,,,,1.0,,1.0,,,
3448012855,2062,1,1.0,-1.0,-1.0,1.0,0,1,-3,-1.0,-1.0,-1.0,,,,-1.0,-1.0,,
3410526271,1502,-1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3429531713,1987,-1,1.0,,1.0,1.0,0,1,-3,-1.0,-3.0,1.0,,1.0,,,-1.0,,
3412885570,2155,-1,1.0,1.0,1.0,1.0,0,0,3,1.0,1.0,1.0,,1.0,,,,,1.0
3443556419,941,-1,-1.0,,1.0,,0,0,0,1.0,,,,-1.0,,,,,
3396239430,1892,1,1.0,1.0,-1.0,1.0,1,2,3,-1.0,3.0,1.0,,,,1.0,1.0,,
3441459271,2006,1,-1.0,1.0,-1.0,1.0,2,0,-1,,-1.0,1.0,,1.0,,-1.0,,,
3438051402,1919,1,1.0,1.0,1.0,1.0,-2,1,4,,1.0,-1.0,,1.0,,2.0,,1.0,
3448537166,1673,-1,-1.0,-1.0,1.0,-1.0,-1,-2,4,1.0,,-1.0,,1.0,,2.0,,1.0,
3414982735,1439,1,-1.0,,1.0,1.0,0,0,4,,1.0,,,2.0,,1.0,,,1.0
3433988176,1567,1,1.0,,1.0,1.0,1,2,4,1.0,,1.0,,1.0,,2.0,,1.0,
3405676625,1210,-1,-1.0,,1.0,-1.0,0,-2,0,,-1.0,,,1.0,,,,,
3435036761,1734,-1,1.0,-1.0,,,0,0,0,,,,,,,,,,
3440935002,1123,-1,1.0,-1.0,,,0,0,0,,,,,,,,,,
3447488603,1822,-1,1.0,1.0,,,0,0,0,,,,,,,,,,
3247865947,1514,-1,-1.0,-1.0,-1.0,,0,0,-3,-1.0,-1.0,,,-1.0,,,,,
3430711391,630,1,1.0,1.0,1.0,1.0,0,1,1,,1.0,,,,,,,,
3437396063,1162,1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3323101284,1086,1,1.0,1.0,1.0,1.0,0,1,2,,1.0,,,1.0,,,,,
3381166181,1599,-1,1.0,-1.0,-1.0,1.0,-1,2,-4,-1.0,-2.0,-1.0,,,,-1.0,-1.0,,
3447095397,1148,1,1.0,1.0,-1.0,,1,0,0,,1.0,1.0,,0.0,,-1.0,,,
3376185451,2039,1,1.0,1.0,1.0,1.0,-1,1,1,-1.0,1.0,-1.0,,,,1.0,,,
3440803948,1872,-1,1.0,-1.0,-1.0,1.0,-1,2,-5,-2.0,,-1.0,-1.0,-1.0,-1.0,-1.0,,,
3448799340,889,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3434119282,761,1,1.0,,,,0,0,0,,,,,,,,,,
3419963507,1272,-1,-1.0,-1.0,-1.0,1.0,-1,0,-2,,,-1.0,,-1.0,,-1.0,,,
3440935032,2743,-1,1.0,1.0,1.0,1.0,-2,2,1,,-1.0,-1.0,,3.0,-2.0,1.0,,,1.0
3435561083,1849,-1,-1.0,-1.0,-1.0,1.0,-1,2,-3,-1.0,-1.0,-1.0,,-1.0,,,,,-1.0
3435036795,1662,-1,1.0,-1.0,-1.0,,0,0,-1,-1.0,,,,-1.0,,1.0,,,
3439886461,1404,1,1.0,,1.0,1.0,0,1,3,1.0,1.0,,,,,1.0,,,
3318120577,1353,-1,-1.0,,-1.0,-1.0,0,-1,-3,-1.0,-1.0,,,,,-1.0,,,
3432677506,1001,1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3424944260,714,1,1.0,1.0,1.0,,0,0,0,1.0,,,,,,-1.0,,,
3436871813,1086,-1,-1.0,-1.0,-1.0,,0,0,-2,-1.0,-1.0,,,,,,,,
3434119301,536,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3424944261,1829,1,-1.0,1.0,-1.0,-1.0,1,-2,0,,-1.0,1.0,,-1.0,,2.0,,,
3387588744,1123,1,1.0,1.0,1.0,1.0,0,2,2,,1.0,,,,,1.0,,,
3433463943,1220,-1,-1.0,-1.0,-1.0,-1.0,0,0,-1,-1.0,,,,-1.0,,1.0,,,
3419046026,1468,-1,1.0,-1.0,-1.0,1.0,-1,0,-1,,-1.0,-1.0,,1.0,,-1.0,,,
3364913290,1367,1,1.0,1.0,1.0,1.0,1,2,2,1.0,1.0,1.0,,,,,,,
3311173768,2025,1,1.0,1.0,-1.0,1.0,-1,2,1,1.0,,-1.0,,-1.0,,1.0,,,
3406332048,1092,1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3425075347,2200,1,-1.0,-1.0,-1.0,-1.0,2,0,2,-1.0,4.0,1.0,,-1.0,,,1.0,,
3434512531,1117,1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3403841684,979,-1,-1.0,,-1.0,1.0,0,1,-2,,-1.0,,,-1.0,,,,,
3444998296,1814,-1,-1.0,-1.0,1.0,-1.0,-1,-1,0,0.0,,-1.0,,-1.0,,1.0,,,
3436347546,1967,-1,-1.0,,-1.0,-1.0,0,-1,-5,,-2.0,,,-1.0,-1.0,-1.0,-1.0,,
3436478620,1767,-1,-1.0,1.0,1.0,-1.0,0,-2,-2,-2.0,,,,-1.0,,1.0,,,
3319169180,1239,1,1.0,1.0,1.0,1.0,0,2,3,1.0,,,,1.0,,1.0,,,
3441066141,1150,-1,-1.0,-1.0,1.0,,-1,0,-2,-2.0,,-1.0,,-1.0,,1.0,,,
3436871839,1021,1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3386671261,1793,-1,-1.0,-1.0,-1.0,1.0,0,2,-4,-2.0,-1.0,1.0,-1.0,-1.0,,,,,
3376578721,2230,1,-1.0,-1.0,-1.0,-1.0,0,-2,0,2.0,-1.0,-1.0,,-1.0,,,,,
3426255009,1716,-1,-1.0,-1.0,1.0,1.0,-1,0,3,1.0,-1.0,-1.0,,,,3.0,,1.0,
3429400741,932,-1,-1.0,,1.0,-1.0,0,-1,0,-1.0,1.0,,,,,,,,
3411574951,1298,1,1.0,,1.0,1.0,0,2,3,1.0,1.0,,,,,1.0,,,
3438051496,1315,-1,-1.0,-1.0,-1.0,1.0,0,0,-3,,-1.0,,,-1.0,,-1.0,,,
3418914988,724,-1,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,,,,-1.0,,,,,
3363209389,1258,1,1.0,1.0,1.0,1.0,0,1,2,1.0,,,,,,1.0,,,
3440541870,2168,-1,-1.0,-1.0,-1.0,1.0,2,0,-1,1.0,,1.0,,-1.0,,-1.0,,,
3354165423,891,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3442376880,1309,1,1.0,1.0,1.0,,0,0,1,,1.0,,,,,,,,
3446833330,1210,1,1.0,1.0,1.0,1.0,0,2,1,1.0,1.0,,,,,-1.0,,,
3395059892,1003,1,1.0,1.0,1.0,1.0,0,1,1,,,,,1.0,,,,,
3407511733,1584,-1,-1.0,-1.0,1.0,1.0,-1,2,-2,-2.0,1.0,-1.0,,-1.0,,,,,
3416031415,1647,-1,-1.0,-1.0,-1.0,1.0,-1,2,-4,-1.0,-1.0,-1.0,,,,-2.0,,-1.0,
3448012985,1960,1,1.0,1.0,-1.0,1.0,2,2,3,1.0,,1.0,,-1.0,,3.0,,1.0,
3428090042,1149,1,1.0,-1.0,-1.0,,0,0,-1,-1.0,1.0,,,,,-1.0,,,
3312484537,1836,1,-1.0,1.0,-1.0,1.0,1,1,2,2.0,,1.0,,-1.0,,1.0,,,
3431891134,861,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3439362247,1277,-1,-1.0,-1.0,-1.0,,-1,0,-4,,-1.0,-1.0,,-2.0,,-1.0,,,-1.0
3429662922,1264,-1,-1.0,,-1.0,1.0,-1,2,-1,-1.0,,-1.0,,-1.0,,1.0,,,
3441852619,1148,1,1.0,,1.0,1.0,0,1,2,,,,,1.0,,1.0,,,
3395322061,2261,1,1.0,1.0,-1.0,1.0,0,1,2,-1.0,-1.0,,,4.0,,,,,1.0
3447226575,1355,-1,1.0,-1.0,1.0,,0,0,2,1.0,1.0,,,0.0,,,,,
3432939730,2164,1,1.0,1.0,1.0,1.0,1,1,1,1.0,,1.0,,1.0,,-1.0,,,
3441066197,1292,-1,-1.0,-1.0,-1.0,-1.0,0,0,-3,,-1.0,,,-1.0,,-1.0,,,
3434512598,2125,1,-1.0,1.0,1.0,-1.0,1,0,3,1.0,,1.0,,3.0,,-1.0,,,1.0
3424944344,2405,-1,-1.0,1.0,-1.0,-1.0,-1,0,-2,-1.0,-2.0,1.0,,,,1.0,-1.0,,
3423240409,1358,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3419177179,1264,-1,-1.0,,1.0,1.0,-1,0,-1,1.0,-1.0,-1.0,,,,-1.0,,,
3404234977,1829,1,1.0,-1.0,1.0,1.0,1,0,3,1.0,-1.0,1.0,,,,3.0,,1.0,
3385098467,995,-1,-1.0,,-1.0,-1.0,0,-2,-2,-1.0,,,,,,-1.0,,,
3423764712,1627,-1,1.0,1.0,1.0,-1.0,-1,0,2,,2.0,-1.0,,1.0,,-1.0,,,
3417473261,1154,1,1.0,,-1.0,1.0,0,2,0,,,,,-1.0,,1.0,,,
3410526446,1264,1,1.0,1.0,1.0,1.0,0,1,1,,,,,,,1.0,,,
3369369839,1057,-1,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,,,,,,-1.0,,,
3435692276,971,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3409477878,1507,-1,1.0,-1.0,-1.0,-1.0,-1,-2,-3,-1.0,-1.0,-1.0,,-1.0,,,,,
3425730806,998,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3443949825,2010,-1,1.0,-1.0,1.0,-1.0,-1,-1,1,1.0,1.0,-1.0,,-1.0,,,,,
3439362306,1821,-1,-1.0,-1.0,1.0,-1.0,-1,-2,3,1.0,,-1.0,,1.0,,1.0,,,
3441590532,1368,1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3416949001,1403,-1,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1.0,,,,-1.0,,1.0,,,
3419308298,1598,1,1.0,1.0,-1.0,1.0,1,2,-3,-1.0,,1.0,,-1.0,,-1.0,,,
3414065419,1855,-1,-1.0,-1.0,1.0,,0,0,2,1.0,,,,1.0,,0.0,,,
3427827980,1424,-1,1.0,,-1.0,-1.0,-1,0,-2,,-2.0,-1.0,,-1.0,,1.0,,,
3435430157,1066,-1,-1.0,,-1.0,1.0,0,0,-3,,-1.0,,,-1.0,,-1.0,,,
3398074641,1623,1,1.0,1.0,1.0,1.0,1,2,3,1.0,1.0,1.0,,1.0,,,,,
3407380753,2228,1,-1.0,-1.0,1.0,-1.0,2,-1,1,1.0,-1.0,1.0,,,,1.0,,,
3406594325,543,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3441721621,1481,1,-1.0,1.0,-1.0,1.0,1,0,-2,0.0,-1.0,1.0,,-1.0,,,,,
3429925142,923,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3285745945,1150,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3325853982,944,-1,-1.0,,-1.0,-1.0,0,-1,-2,,,,,-1.0,,-1.0,,,
3431498017,1987,1,1.0,1.0,-1.0,1.0,1,1,1,-1.0,1.0,1.0,,,,1.0,,,
3446178086,1013,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3380117806,937,1,1.0,1.0,-1.0,1.0,0,1,-1,,,,,,,-1.0,,,
3438706992,2139,-1,-1.0,1.0,1.0,1.0,-1,1,-1,-1.0,-1.0,-1.0,,1.0,,,,,
3411050801,690,-1,-1.0,-1.0,-1.0,-1.0,0,-1,-1,,-1.0,,,,,,,,
3359146289,1561,-1,-1.0,-1.0,1.0,1.0,0,2,1,1.0,1.0,,,-1.0,,,,,
3413016883,1324,-1,1.0,-1.0,,,0,0,0,,,,,,,,,,
3429400884,1275,-1,-1.0,,-1.0,1.0,0,1,-3,-1.0,,,,-1.0,,-1.0,,,
3393487156,1507,1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3442901296,1124,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3400827191,1005,-1,-1.0,,-1.0,-1.0,0,-1,-2,,,,,-1.0,,-1.0,,,
3434119480,1234,-1,-1.0,-1.0,1.0,,0,0,1,,1.0,,,,,,,,
3349840185,1237,-1,-1.0,-1.0,-1.0,-1.0,0,-2,-2,,,,,-1.0,,-1.0,,,
3438313788,1314,-1,-1.0,-1.0,-1.0,,-1,0,-2,-1.0,,-1.0,,0.0,,-1.0,,,
3425730877,2002,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-4,,-1.0,-1.0,,-1.0,,-2.0,,-1.0,
3424026942,1245,-1,-1.0,-1.0,1.0,,0,0,2,1.0,1.0,,,0.0,,,,,
