,GameDuration,Winner,firstTower,firstInhibitor,firstDragon,firstRiftHerald,bluebaronKills,redbaronKills,blueriftHeraldKills,redriftHeraldKills,bluedragonKills,reddragonKills,blueElemDragNum,blueFIRE_DRAGON,blueEARTH_DRAGON,redElemDragNum,redFIRE_DRAGON,redEARTH_DRAGON,1FIRE_DRAGONteam,1FIRE_DRAGONtime,2EARTH_DRAGONteam,2EARTH_DRAGONtime,RIFTHERALD1team,RIFTHERALD1time,firstBaron,1ELDER_DRAGONteam,1ELDER_DRAGONtime,blueAIR_DRAGON,FIRE_DRAGONSoulteam,FIRE_DRAGONSoultime,redAIR_DRAGON,1AIR_DRAGONteam,1AIR_DRAGONtime,3FIRE_DRAGONteam,3FIRE_DRAGONtime,4FIRE_DRAGONteam,4FIRE_DRAGONtime,BARON_NASHOR1team,BARON_NASHOR1time,blueWATER_DRAGON,redWATER_DRAGON,1WATER_DRAGONteam,1WATER_DRAGONtime,2WATER_DRAGONteam,2WATER_DRAGONtime,RIFTHERALD2team,RIFTHERALD2time,3AIR_DRAGONteam,3AIR_DRAGONtime,4AIR_DRAGONteam,4AIR_DRAGONtime,EARTH_DRAGONSoulteam,EARTH_DRAGONSoultime,2AIR_DRAGONteam,2AIR_DRAGONtime,3EARTH_DRAGONteam,3EARTH_DRAGONtime,4EARTH_DRAGONteam,4EARTH_DRAGONtime,WATER_DRAGONSoulteam,WATER_DRAGONSoultime,3WATER_DRAGONteam,3WATER_DRAGONtime,4WATER_DRAGONteam,4WATER_DRAGONtime,AIR_DRAGONSoulteam,AIR_DRAGONSoultime,5AIR_DRAGONteam,5AIR_DRAGONtime,2FIRE_DRAGONteam,2FIRE_DRAGONtime,1EARTH_DRAGONteam,1EARTH_DRAGONtime,5EARTH_DRAGONteam,5EARTH_DRAGONtime,BARON_NASHOR2team,BARON_NASHOR2time,5WATER_DRAGONteam,5WATER_DRAGONtime,6WATER_DRAGONteam,6WATER_DRAGONtime,5FIRE_DRAGONteam,5FIRE_DRAGONtime,6FIRE_DRAGONteam,6FIRE_DRAGONtime,BARON_NASHOR3team,BARON_NASHOR3time,6EARTH_DRAGONteam,6EARTH_DRAGONtime,6AIR_DRAGONteam,6AIR_DRAGONtime,7FIRE_DRAGONteam,7FIRE_DRAGONtime,7EARTH_DRAGONteam,7EARTH_DRAGONtime,BARON_NASHOR4team,BARON_NASHOR4time,2ELDER_DRAGONteam,2ELDER_DRAGONtime,7AIR_DRAGONteam,7AIR_DRAGONtime,7WATER_DRAGONteam,7WATER_DRAGONtime,3ELDER_DRAGONteam,3ELDER_DRAGONtime,BARON_NASHOR5team,BARON_NASHOR5time,soul_team
3382479003,1410,red,red,red,red,red,0,1,0,1,0,3,0,,0,3,,1,,,,,red,662444,red,,,0,,,1,,,,,,,red,1286205,0,1,red,449850,,,,,,,,,,,red,770671,red,1152045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3367274652,792,blue,blue,blue,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3425339547,1918,blue,blue,blue,red,blue,1,0,2,0,3,2,3,1,0,2,0,1,,,,,blue,574547,blue,,,2,,,1,,,,,,,blue,1762999,,,,,,,blue,1009110,red,1047224,blue,1414457,,,,,,,,,,,,,,,,,blue,1732055,blue,737601,red,420269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448670370,1686,blue,blue,blue,blue,blue,1,0,2,0,4,0,4,2,1,0,0,0,,,,,blue,681677,blue,,,,blue,1546915,,,,blue,1227247,blue,1546915,blue,1293934,1,0,,,blue,920390,blue,1084903,,,,,,,,,,,,,,,,,,,,,,,,,blue,534303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blue
3419048102,2285,blue,red,blue,blue,red,2,1,0,2,4,2,4,1,3,2,0,1,blue,328877,,,red,529644,blue,,,,,,,,,,,,,blue,1477689,0,1,,,red,645618,red,964132,,,,,blue,1983084,,,blue,1026418,red,1349489,,,,,,,,,,,,,,,blue,1660253,blue,1859959,,,,,,,,,red,2238494,blue,1983084,,,,,,,,,,,,,,,,,,,blue
3436218539,1286,red,blue,,red,red,0,0,0,1,0,3,0,0,0,3,1,1,red,495863,,,red,756023,,,,,,,,,,,,,,,,0,1,,,red,811727,,,,,,,,,,,red,1142322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3432286379,1899,red,red,red,red,red,0,0,0,1,0,3,0,0,0,3,1,1,,,,,red,1038530,,,,,,,,,,red,1777255,,,,,0,1,,,red,1465669,,,,,,,,,,,,,,,,,,,,,,,,,,,red,1124805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3444476077,1658,blue,blue,blue,blue,blue,1,0,2,0,4,0,4,,1,0,,0,,,,,blue,503093,blue,,,2,,,0,,,,,,,blue,1456393,1,0,,,blue,721600,blue,964371,blue,1101276,blue,1423060,,,,,,,,,,,,,,,blue,1423060,,,,,blue,398437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blue
3425601711,1574,red,blue,blue,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406071991,1060,blue,blue,blue,blue,blue,0,0,1,0,2,0,2,1,1,0,0,0,blue,370128,blue,691175,blue,832482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3440937144,1231,red,red,red,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3444738233,935,red,red,,red,red,0,0,0,1,0,2,0,,0,2,,1,,,red,761334,red,530804,,,,,,,,,,,,,,,,0,1,red,430450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3383658680,905,blue,blue,blue,,blue,0,0,1,0,0,0,,,,,,,,,,,blue,727339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3444738234,1616,blue,blue,blue,blue,blue,1,0,1,0,3,1,3,1,,1,1,,,,,,blue,817193,blue,,,1,,,0,,,red,1083914,blue,1412596,blue,1334447,1,0,blue,438546,,,,,,,,,,,blue,753077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3316287674,1466,blue,blue,blue,blue,blue,1,0,2,0,2,1,2,0,,1,1,,,,,,blue,565878,blue,,,1,,,0,blue,446801,red,1156699,,,blue,1351157,1,0,,,blue,801473,blue,994494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3429664952,987,red,blue,red,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3368847544,1490,blue,blue,blue,blue,red,1,0,1,1,3,0,3,1,1,0,0,0,,,,,red,676813,blue,,,,,,,,,blue,1151148,,,blue,1380084,1,0,,,blue,836530,blue,1099341,,,,,,,,,,,,,,,,,,,,,,,,,blue,371707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3413936319,1281,red,blue,red,red,blue,0,0,1,1,0,3,0,,0,3,,1,,,red,922395,blue,614751,,,,0,,,1,,,,,,,,,0,1,red,604810,,,red,1116142,red,1276565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3352332481,1835,blue,blue,blue,blue,red,2,0,0,1,4,0,4,2,1,0,0,0,,,blue,786257,red,629071,blue,,,1,blue,1477776,0,blue,470607,blue,1164142,blue,1477776,blue,1306236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blue,1702729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blue
3443689668,1297,blue,blue,,red,blue,1,0,2,0,1,1,1,1,0,1,0,1,,,,,blue,663342,blue,,,,,,,,,,,,,blue,1284161,,,,,,,blue,1158473,,,,,,,,,,,,,,,,,,,,,,,blue,994248,red,649063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3415509189,2153,blue,blue,blue,blue,blue,1,2,2,0,5,1,4,1,,1,0,,,,,,blue,571171,red,blue,2097600,1,,,0,blue,412089,,,,,red,1256014,2,1,,,,,blue,1012513,,,,,,,,,,,,,blue,1723359,red,1086207,blue,1397346,,,,,blue,745315,,,,,red,1670077,blue,1723359,,,,,,,blue,2059586,,,,,,,,,,,,,,,,,,,,,blue
3421276356,1109,red,red,red,blue,,0,0,0,0,1,4,1,0,,4,1,,,,,,,,,,,0,,,3,,,,,,,,,1,0,blue,363850,,,,,red,718837,red,931431,,,,,,,,,,,,,,,red,1102244,red,1102244,red,547110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red
3398469831,1569,red,red,red,blue,red,0,1,1,1,2,1,2,0,,1,1,,,,,,red,519739,red,,,1,,,0,blue,541212,red,1231367,,,red,1323215,1,0,,,blue,877673,blue,1122605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3437398216,1530,red,red,,blue,red,1,0,1,1,3,1,3,1,,1,0,,blue,420939,,,red,685007,blue,,,1,,,0,,,,,,,blue,1225389,1,1,,,,,blue,1072850,,,,,,,blue,813065,,,,,,,blue,1146380,red,1459358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3421014218,1094,blue,blue,blue,blue,,1,0,0,0,4,0,4,1,,0,0,,blue,507127,,,,,blue,,,2,,,0,,,,,,,blue,831917,1,0,,,blue,692250,,,blue,869080,blue,1056212,,,,,,,,,,,,,,,blue,1056212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blue
3424946382,1615,blue,blue,blue,blue,,0,0,0,0,4,3,4,1,,3,0,,blue,423628,,,,,,,,3,,,2,,,,,,,,,0,1,,,red,622471,,,red,803652,blue,1005469,,,,,,,,,,,,,,,blue,1599330,blue,1216266,,,,,,,,,,,,,,,,,,,,,red,1439537,,,,,,,,,blue,1599330,,,,,,,blue
3421669584,1184,red,blue,red,blue,,0,0,0,0,2,1,2,,1,1,,0,,,blue,712979,,,,,,1,,,0,blue,534001,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,red,975358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3441461458,582,blue,blue,blue,,blue,0,0,1,0,0,0,,,,,,,,,,,blue,518405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3420227794,1888,blue,blue,blue,blue,red,2,0,1,1,3,2,3,1,,2,0,,blue,351653,,,red,823082,blue,,,1,,,0,,,,,,,blue,1330818,1,2,,,,,,,,,,,,,blue,685969,,,,,,,red,1003962,red,1318631,,,,,,,,,,,blue,1729989,blue,1689094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3354167508,1530,blue,red,red,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3413674197,2161,blue,red,blue,blue,red,2,0,1,1,5,1,4,1,2,1,0,1,,,,,red,526547,blue,blue,2061664,1,,,0,blue,325030,,,,,blue,1720698,,,,,,,blue,1156019,,,,,blue,1682667,,,blue,1006172,red,1355948,,,,,,,,,,,blue,689524,,,blue,1682667,blue,2100063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blue
3429009625,1555,red,red,red,red,red,0,1,0,1,0,3,0,0,,3,1,,,,,,red,684756,red,,,0,,,1,,,red,1291257,,,red,1245151,0,1,red,588212,,,,,,,,,,,red,925658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3428616410,1975,red,blue,blue,blue,blue,1,1,2,0,3,2,3,,1,2,,0,,,,,blue,695192,blue,,,2,,,1,,,,,,,blue,1392593,0,1,,,red,912154,blue,1150156,red,1266411,blue,1571639,,,,,,,,,,,,,,,,,blue,1876917,,,blue,583222,,,red,1795711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3436611802,981,blue,blue,blue,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3441199325,931,blue,blue,,blue,,0,0,0,0,2,0,2,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,1,0,blue,443328,,,,,,,,,,,,,,,,,,,,,,,,,,,blue,780959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448670430,2203,red,blue,red,blue,blue,0,1,1,0,3,2,3,,1,2,,0,,,,,blue,876784,red,,,1,,,0,,,,,,,red,1983124,1,2,,,,,,,,,,,,,blue,926283,,,,,,,red,1233801,blue,1553493,,,,,,,blue,396805,,,,,red,1896523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3407513823,1212,blue,blue,,blue,blue,0,0,2,0,3,0,3,1,1,0,0,0,,,blue,632793,blue,762858,,,,,,,,,,blue,955334,,,,,1,0,blue,323979,,,blue,1169575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3422456031,2209,blue,red,blue,blue,blue,3,0,1,0,4,1,4,,1,0,,0,,,,,blue,667035,blue,red,1973990,2,,,0,,,,,,,blue,1270430,1,0,,,blue,865765,,,blue,1216538,blue,1597432,,,,,,,,,,,,,,,blue,1597432,,,,,blue,556917,,,blue,1674116,,,,,,,,,blue,2076252,,,,,,,,,,,,,,,,,,,,,blue
3436349670,1712,red,blue,red,red,red,0,1,0,1,0,4,0,0,0,4,1,1,,,,,red,616010,red,,,0,,,2,,,,,,,red,1422089,,,,,,,,,red,1186592,red,1527108,,,,,,,,,,,,,,,red,1527108,,,red,825515,red,442682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red
3445000425,1005,red,red,red,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3444607211,2122,red,red,red,red,red,0,1,0,1,4,1,4,0,1,1,1,0,red,416570,blue,841834,red,609577,red,,,,,,,,,,,,,red,1806021,3,0,,,,,,,,,,,,,,,,,,,blue,1933138,blue,1258695,blue,1607391,,,,,,,,,,,,,blue,1933138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blue
3438053616,1292,blue,blue,blue,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3417082100,1729,red,red,red,red,blue,0,0,1,0,0,4,0,0,,4,2,,,,,,blue,991083,,,,0,red,1609133,1,,,red,1283836,red,1609133,,,0,1,red,626240,,,,,,,,,,,red,954026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red
3434252533,2107,red,blue,red,blue,blue,1,1,1,0,3,2,3,,1,2,,0,,,blue,904091,blue,737628,red,,,1,,,0,blue,581441,,,,,red,1418919,1,2,,,,,,,,,,,,,,,,,,,,,red,1235648,blue,1556658,,,,,,,,,,,blue,1819694,red,1902893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401484534,927,blue,blue,,blue,blue,0,0,1,0,1,1,1,1,,1,0,,blue,464787,,,blue,904819,,,,,,,,,,,,,,,,0,1,,,red,788707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3428223224,195,blue,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3429402872,1371,red,blue,,red,blue,0,0,2,0,2,1,2,1,1,1,0,0,,,blue,787444,blue,664204,,,,0,,,1,red,472546,blue,1125195,,,,,,,,,,,blue,1077928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3395455227,1520,blue,red,blue,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446049023,2226,red,red,red,blue,blue,0,1,1,1,1,5,1,0,1,4,1,0,,,,,blue,689753,red,red,2208211,,,,,,,,,,,red,1862909,0,3,,,,,red,1189178,,,,,,,,,,,,,red,1804936,red,1101569,red,1469834,,,,,red,776291,blue,458022,,,,,red,1804936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red
3443689737,1946,blue,blue,blue,red,red,1,0,0,1,2,3,2,0,2,3,1,1,red,375268,,,red,913617,blue,,,0,,,1,,,,,,,blue,1585323,,,,,,,,,,,,,,,red,846496,blue,1191441,red,1532935,,,,,,,,,,,,,,,blue,1874430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3419179276,1536,red,red,,blue,,0,0,0,0,1,2,1,0,1,2,1,0,,,,,,,,,,,,,,,,red,1436107,,,,,0,1,,,red,1104569,,,,,,,,,,,,,,,,,,,,,,,,,,,blue,596780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3442641167,1040,red,red,red,blue,,0,0,0,0,2,2,2,,1,2,,0,,,blue,547332,,,,,,0,,,2,,,,,,,,,1,0,blue,353111,,,,,red,717956,red,914772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3447228693,656,red,red,,blue,,0,0,0,0,1,0,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,blue,409317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3440281879,1469,blue,blue,blue,red,,1,0,0,0,3,2,3,0,0,2,1,1,red,595315,red,773409,,,blue,,,,,,,,,,,,,blue,1389394,3,0,,,,,,,,,,,,,,,,,,,,,blue,948326,blue,1228220,,,,,,,,,,,,,blue,1406779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3440806168,1389,blue,blue,blue,blue,blue,1,0,1,0,1,1,1,,1,1,,0,,,,,blue,962758,blue,,,,,,,,,,,,,blue,1318014,0,1,,,red,1152362,,,,,,,,,,,,,,,,,,,,,,,,,,,blue,835913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446311194,1882,blue,blue,blue,blue,blue,1,0,2,0,4,0,4,1,,0,0,,blue,501367,,,blue,617454,blue,,,2,,,0,,,,,,,blue,1508871,1,0,,,blue,899329,blue,1032810,blue,1214627,blue,1592980,,,,,,,,,,,,,,,blue,1592980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blue
3422193946,1356,red,red,,blue,,0,0,0,0,1,2,1,,0,2,,1,,,red,971332,,,,,,1,,,0,blue,571199,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,red,1325112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3423242524,2619,blue,red,blue,blue,red,1,2,0,1,4,3,4,1,2,2,0,2,,,,,red,637501,red,red,2361585,1,,,0,blue,321041,,,,,red,1371227,,,,,,,,,,,,,blue,1977449,,,red,1036713,blue,1347879,,,,,,,,,,,blue,686090,,,red,1658595,red,1827348,,,,,,,,,blue,2227275,blue,1977449,,,,,,,,,,,,,,,,,,,blue
3415247134,1178,blue,red,blue,blue,red,0,0,0,1,2,0,2,1,,0,0,,,,,,red,837673,,,,,,,,,,,,,,,,1,0,blue,737058,,,,,,,,,,,,,,,,,,,,,,,,,,,blue,1081791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3423766816,1375,red,red,red,red,red,0,1,0,1,1,2,1,1,,2,0,,,,,,red,675915,red,,,0,,,1,,,,,,,red,1279529,0,1,red,354089,,,,,red,1046772,,,,,,,,,,,,,,,,,,,,,blue,673437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3342371105,1673,blue,red,blue,blue,red,0,1,1,1,4,0,4,,2,0,,0,,,,,red,526304,red,,,1,,,0,,,,,,,red,1313948,1,0,blue,501157,,,blue,1020769,,,,,blue,1512841,blue,839542,blue,1175189,blue,1512841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blue
3415247138,1914,red,red,red,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3431368994,1083,blue,blue,blue,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3324283168,1995,red,red,red,red,blue,1,0,1,0,0,4,0,0,0,4,2,1,,,red,983771,blue,611217,blue,,,0,red,1648869,1,red,650920,red,1331972,red,1648869,blue,1545566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red
3416033572,1259,blue,blue,,blue,red,0,0,0,1,1,1,1,0,,1,1,,,,,,red,1085690,,,,,,,,,,,,,,,,1,0,blue,577250,,,,,,,,,,,,,,,,,,,,,,,,,,,red,1022834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3422980390,1476,red,blue,red,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401484582,1397,blue,blue,blue,red,blue,1,0,1,1,1,2,1,0,1,2,1,0,red,415440,,,blue,576174,blue,,,,,,,,,,,,,blue,1271992,0,1,,,red,729624,red,993597,,,,,,,,,blue,1058255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3435563302,1026,red,red,red,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3393095971,1153,blue,blue,red,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3447359789,1913,blue,blue,blue,blue,blue,2,0,2,0,3,1,3,1,1,1,0,0,,,,,blue,555187,blue,,,,,,,,,,,,,blue,1482754,1,1,,,,,blue,1059669,,,,,,,,,,,,,,,blue,1371084,red,1680821,,,,,blue,1023366,blue,698917,,,blue,1856289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3407251761,1364,red,blue,red,red,blue,0,0,2,0,0,3,0,0,0,3,1,1,red,553424,red,891019,blue,522034,,,,,,,,,,,,,,,,0,1,,,,,blue,930940,,,,,,,,,,,,,,,red,1202690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3431369010,1117,red,red,red,red,,0,1,0,0,0,3,0,,0,3,,1,,,red,768843,,,red,,,0,,,1,red,503201,,,,,red,907207,0,1,,,,,,,,,,,,,,,,,,,,,red,952851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3431631154,1140,red,red,red,red,,0,1,0,0,1,4,1,1,,4,2,,,,,,,,red,,,0,red,1075464,1,,,blue,740861,red,911869,red,1020079,0,1,red,403745,,,,,,,,,,,red,569124,,,,,,,,,,,,,,,,,,,,,,,,,,,red,1075464,,,,,,,,,,,,,,,,,,,,,,,,,red
3427305779,496,red,red,,red,,0,0,0,0,0,1,0,,,1,,,,,,,,,,,,0,,,1,red,447904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3442379062,878,blue,blue,blue,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3409479995,952,blue,blue,blue,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3439888700,1202,blue,blue,blue,,blue,0,0,1,0,0,0,,,,,,,,,,,blue,908856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3445393724,1841,blue,red,blue,blue,red,2,0,1,1,4,0,4,1,2,0,0,0,blue,545616,,,red,599846,blue,,,,,,,,,,,,,blue,1397107,1,0,,,blue,865552,blue,1006463,,,,,blue,1578631,,,blue,1223473,blue,1578631,,,,,,,,,,,,,,,,,blue,1787822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blue
3441068347,2188,blue,blue,blue,blue,red,0,0,0,1,3,2,3,0,1,2,1,0,,,,,red,954109,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,blue,1373380,red,1713195,,,,,red,1049171,blue,686224,,,,,blue,2037332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3374876993,1514,blue,blue,blue,blue,red,1,0,0,1,4,0,4,1,,0,0,,,,,,red,676389,blue,,,2,,,0,,,,,,,blue,1423782,1,0,blue,509052,,,,,blue,1156872,blue,1484486,,,,,,,,,,,,,,,blue,1484486,,,blue,833481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blue
3429534020,1421,red,blue,,red,blue,0,0,2,0,1,3,1,1,0,3,0,2,,,,,blue,559658,,,,0,,,1,red,342701,,,,,,,,,,,,,blue,967657,,,,,,,,,red,1063850,red,1382562,,,,,,,,,,,blue,743438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3445918021,1170,red,red,red,red,,1,0,0,0,0,4,0,0,0,4,1,2,red,376506,,,,,blue,,,0,,,1,,,,,,,blue,802378,,,,,,,,,,,,,red,1054302,red,577608,red,854094,red,1054302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red
